,Embedding,Reranker,hit_rate,mrr
0,OCICohereV3,NOReranker,0.8421052631578947,0.6834795321637426
1,OCICohereV3,CohereRerank,0.8947368421052632,0.7902046783625731
2,OCICohereV3,OCIBAAReranker,0.8947368421052632,0.7755847953216374
